,Tweet,Sentiment
46538,komatar na članek hrvaškega jutarnjega lista zakaj se je samo pahor izognil kosilu z obamo če je to res kar,Neutral
46539,komatar na članek hrvaškega jutarnjega lista zakaj se je samo pahor izognil kosilu z obamo če je to res kar,Negative
46540,hm  sajt ni mobile friendly ce ne drugega se to od market leaderja pricakuje,Negative
46543,ni lepšega občutka ko pred svojim bankirjem podpišeš poplačilo kredita in mu rečeš zbogom,Negative
46544,dopisna seja vlade sicer še poteka predlog sklepa pa je da vrnejo mizš 70 milijonov evrov,Negative
46546,o ja pa ste me dobil zdej ko še kave ne sladkam je to najboljša opcija ju3,Positive
46547,sem prebral dodatkov lanca armstronga ,Positive
46548,dan ko je bila hitlerjeva nemčija obsojena na smrt,Negative
46550,regal oljka klasičen regal za dnevno sobo s prostorom za velik tv in reprezentativno vitrino z ogledalom in,Neutral
46551,se ne strinjaš,Neutral
46552, vabljeni na predstavitev knjige demos avtorice  ki bo danes ob 1930 v dvorani frančiškanskega samostana v kamni,Negative
46555,spoznajmo nekaj zdravilnih morskih zeli alge so znane po svoji vsestranski uporabnosti in visoki hranilni vre,Neutral
46556,spoznajmo nekaj zdravilnih morskih zeli alge so znane po svoji vsestranski uporabnosti in visoki hranilni vre,Negative
46557,danes zapremo ob 1300 pb ekipa tekmuje na maratonu franja na dirki na čas se vidimo na dirki štart cca ob 16h,Neutral
46558,danes zapremo ob 1300 pb ekipa tekmuje na maratonu franja na dirki na čas se vidimo na dirki štart cca ob 16h,Neutral
46559,organi pregona so po uradni dolžnosti dolžni najti odgovorne osebe kar ne bo težko če dokumenti res dokazujejo kršitev zakona,Neutral
46560,čak a primerjaš ceno originala in prevoda če nič drugega je naklada zelo drugačna,Negative
46561,pomaga ja,Negative
46562,pomaga ja,Positive
46563,petra majdič o neuspešni kandidaturi planice to je sporočilo malim da je to za vas brez veze,Positive
46564,v repete je danes za kosilo pita iz našega domačega ribeza chefica pravi da je odlična in je bo dovolj za vse,Negative
46566,moj prvi ff gre  ker imajo jezik na pravem mestu vsaj na tviterjih,Neutral
46568,ok ok smo razumeli ,Positive
46569,ko se oče lotijo kolov za paradižnike like a boss  žnik čazelenjava,Positive
46570,pomembno je sporočilo ki ga očitno nočete razumeti ,Positive
46571,šport  rusi disciplinirani in trdni v obrambi  siol zgodovino ruskega nogometa je težko razčlenjevati seve,Positive
46572,šport  rusi disciplinirani in trdni v obrambi  siol zgodovino ruskega nogometa je težko razčlenjevati seve,Neutral
46574,ma halo cena tiska naraste z manjšo naklado o tem govorim,Positive
46575,odstevamo ure zvecer gremo na  ob 20 uri pa raketa live,Positive
46576,odstevamo ure zvecer gremo na  ob 20 uri pa raketa live,Positive
46577,tamal jih je hitr spregledal vsa čast,Positive
46578,tamal jih je hitr spregledal vsa čast,Negative
46579,je bil kdo kaj v visokogorju te dni kamniske koroska iscem kaksno varianto s cim manj snega ce ima kdo kak infohvala za ,Neutral
46580,danes na kosilo  kjer nas čakajo azijske dobrote denar od prodaje gre k ,Positive
46581, danes na kosilo  kjer nas čakajo azijske dobrote denar od prodaje gre k    httpt,Neutral
46582, danes na kosilo  kjer nas čakajo azijske dobrote denar od prodaje gre k    httpt,Positive
46583,odštevamo do tira v ponedeljek zato izkoristite vikend za ogled nevidne ženskeo dickensovi skrivni ljubezniin tabu v nedeljo za zamudnike,Neutral
46584, desus je velika rdeča prevara upokojenska stranka je v normalnih urejenih državah nepotrebna,Positive
46585,polfinale roland garrosa ok 16 ure andy murray  rafael nadal  feeling vzhičeno a ne preveč optimistično,Neutral
46586, desus je velika rdeča prevara upokojenska stranka je v normalnih urejenih državah nepotrebna,Neutral
46590,človek bi dejal da jih knjiga premiki dejansko definira,Negative
46591,od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Neutral
46592,od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Neutral
46595, mladinci imamo novo ekipo mladih ki jim je mar za vrednote slovenske osamosvojitve ustanovljen občinski odbor na igu http,Positive
46596, od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Negative
46598,pa ne da se moramo vprašat zakaj če,Positive
46599,pa ne da se moramo vprašat zakaj če,Negative
46600,jeeee ljubljana opet d,Positive
46601,ze gledal ja  hvala ti iscem pa cimbolj azurne info,Negative
46603, obdavčili bi tudi prispevke za gorivo,Positive
46607, od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Negative
46608, tole uleti čez mesec in dan kvelertak,Negative
46609,kako se po novem reče prikritemu oglasnemu sporočilu vsebino omogoča beiersdorf zelo poceni,Neutral
46610, in komu ne pride na misel da bi razpisal volitve poleti,Neutral
46611, od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Neutral
46612, od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Positive
46613, danes na kosilo  kjer nas čakajo azijske dobrote denar od prodaje gre k    httpt,Positive
46614, od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Negative
46616,gre za prikrite neoliberalce ker vedo da novih davkov ne bo v času tekočih poslov zato je treba te podaljšati ,Negative
46619, vsi ki pišete matematiko na  gt  ,Positive
46620, mzz  vesel sem da sem danes tukaj in s tem dajem jasen signal glede pomena primera za slovensko stran  ,Positive
46621,a res ne morejo bit danes ,Negative
46625,mislim da ti  lahko kompetentno svetuje ,Positive
46627,kakšno totalno sranje se lahko zakuha v ekonomsko politično in moralno totalno devastirani deželi si lahko pogledamo na primeru ukrajine,Neutral
46628,še dobro da je samo portorož pomisli do koliko kupic bi bil upravičen če bi bil kongres npr v splitu,Positive
46629,  anže le tako naprej takšno novinarstvo podkrepljeno z argumenti in vztrajnostjo bom vedno podpirala,Positive
46630,v ponedeljek vas radio capodistria vabi na spektakel umetnika monia ovadie ob 2030 v koprskem pokrajinskem muzeju,Neutral
46631, vsi ki pišete matematiko na  gt  ,Positive
46632,lol   titova cesta a tudi  so se komiji odločili uničiti z žurnalizemkako kaj naklada,Positive
46633,kaj so ključne razlike med zagovorniki in nasprotniki referenduma ,Negative
46634,a dej no lej to firma za pobiranje pasjih kakcev d,Negative
46635, na eni strani arhiviranje spleta na drugi pa pravica do pozabe kaj storiti z občutljivimi osebnimi podatki dilema sedanj,Negative
46639,žal slovenija v kritičnem zgodovinskem momentu ni premogla vizionarskih voditeljev se pa okrog njenega korita preriva množica aberveznikov,Neutral
46640,popolnoma naravni namigi za bolj bele zobe zdravi in beli zobje so zagotovo naša svojevrstna izkaznica so vt,Negative
46641,jahočem da bi tud mene 1 tako nategnilda bom čedna,Negative
46642,al ti pa ven padejo če je oreng nateg,Positive
46643,deluje kot znana slovenska mantra kredit na kredit slaba banka ali kako pač že gre tisti rek,Negative
46644,take se mi smilijomoćno trpe u dušinikol contentne,Negative
46645,mene je skoraj infarkt d ker sem tmobile uporabljal na letih z  za internet ,Negative
46648,tudi če v sloveniji uspemo jutri formirati dream team se lahko v miru pogovarjamo o izgubljenih generacijah,Negative
46649,če to večkrat ponoviš dobiš joške namesto lic,Neutral
46650,če to večkrat ponoviš dobiš joške namesto lic,Neutral
46651, odstevamo ure zvecer gremo na  ob 20 uri pa raketa live,Neutral
46652,umar razmere na trgu dela kljub znakom umirjanja ostajajo zaostrene,Positive
46657,denar je dal naprej nima od kje vrnit dobili so ga tisti ki so organizirali razpis,Positive
46658,pejt greva v južne kraje,Negative
46661,slovenija  bo urgenca v krškem ostala zaenkrat še  dolenjski krško  z zaskrbljenostjo in ogorčenjem sp,Neutral
46662,kaj snežni stadion,Negative
46663,kaj snežni stadion,Positive
46664,bravo res je v dezelah z odl pitno vodo neumnost kupovati ustekleniceno   voda s porukom ,Positive
46665,bravo res je v dezelah z odl pitno vodo neumnost kupovati ustekleniceno   voda s porukom ,Positive
46667,dogajanje okoli min za šol samo kale kakšne bebce so nam nastavili da nam vodijo državo ni čudno da smo na dnu,Positive
46668,dogajanje okoli min za šol samo kale kakšne bebce so nam nastavili da nam vodijo državo ni čudno da smo na dnu,Positive
46669,ta 5minutni video vas bo pustil brez besed in vam dal misliti in upamo da boste prav zaradi njega začeli vsaj malo drugače gledati na,Negative
46670,super stvarca  glede neta,Negative
46671, bravo res je v dezelah z odl pitno vodo neumnost kupovati ustekleniceno   voda s porukom ,Negative
46672, jutri greva s  na  a kdo ve a snežni stadion je odprt bi pležuh sprobala zaradi trenja,Negative
46673,lej kaj sem dobla lej leeeeej  hvala   ,Positive
46674,obračun med jernejem pikalom in tamaro vonto,Negative
46676,prezentacije govorcev so objavljene oglejte si jih in osvežite pridobljena znanja ,Negative
46677,več mrtvih v eksploziji v kosovski termoelektrarni v obiliću,Negative
46678, več mrtvih v eksploziji v kosovski termoelektrarni v obiliću,Neutral
46679, več mrtvih v eksploziji v kosovski termoelektrarni v obiliću,Positive
46680,na dnevu psihologov smo dobili promocijski izdelek znamke ki prodaja homeopatskosti na sreco je izdelek uporabna vreca za v trgovino,Positive
46681, bravo res je v dezelah z odl pitno vodo neumnost kupovati ustekleniceno   voda s porukom ,Positive
46682, bravo res je v dezelah z odl pitno vodo neumnost kupovati ustekleniceno   voda s porukom ,Neutral
46683,za  se kuha interaktivni čaj zanj je odgovoren magister   ,Negative
46684, milan kučan je danes ustanovil že svojo 9 stranko podjetja pa še nobenega,Negative
46685, milan kučan je danes ustanovil že svojo 9 stranko podjetja pa še nobenega,Positive
46687,kako se pripraviti na kopalke  ne le da boste dobro videti ampak da boste v formi za plavanje,Positive
46688,odprta kuhna na pogačarjevem trgu  ekipa hotela meksiko preizkusi in priporoča vsak petek  open kitchen in,Neutral
46691,me prav zanima koliko bo to obremenjevalo omrežje  med prenosi bi me skrbelo da precej,Negative
46692,omg v milerju majo vinile pa tut majo par vredi primerkov,Negative
46693,a pol vsaj vrnejo ker sem bil verjetno priča dvigom na omv šentvid smer center  dokaj mladi fantje,Negative
46694,obraze sem si zapomnu sploh tistega k je dvigal,Positive
46695,dragi naši  končno  je slavno knjigo priznanj izpolnil tudi sam  to je najboljša stvar današnjega petka,Negative
46696,s pomočjo crowdfundinga nastaja nov konservatini mesečnik  via,Neutral
46697, vabljeni na predstavitev knjige demos avtorice  ki bo danes ob 1930 v dvorani frančiškanskega samostana v kamni,Positive
46698,jaz tudi naj vztraja v gladovni stavki naj gre do konca,Negative
46699,jaz tudi naj vztraja v gladovni stavki naj gre do konca,Negative
46701,ja boga revca čist obupana našo še čaka,Negative
46703,prenovljen  na tržaški je prav simpatičen še enega takšnega na dolgi most prosim ,Neutral
46704,poskusite me prepričat da bom proti dans mate še cajt ,Positive
46705,včeraj je v murski soboti potekal zanimiv pogovorni večer z jožetom možino o dokumentarcu urok depale vasi,Neutral
46707,odlok o predčasnih volitvah ustavno izpodbija tudi vogrin,Negative
46708,odlok o predčasnih volitvah ustavno izpodbija tudi vogrin,Neutral
46709,eno od bistev agencijskega dela je v t i verigi teženja bolj ko vsi težijo prej se stvari zgodijo,Negative
46710,slovenija je sicer pred leti že predstavila strategijo prehoda v oblačne tehnologije a je ostala predvsem na,Positive
46711,v eksploziji v termoelektrarni na kosovem trije ljudje umrli 11 ranjenih,Negative
46712,ameriški predsednik obama se je ob obletnici zavezniškega izkrcanja v normandiji poklonil ameriškim vojnim veteranom,Positive
46713,danes je pol leta ,Positive
46715,slovenija  tu je skrivna formula kako do zastonj pice  ckin vsak dan se ljudje z večjimi ali manjšimi pro,Positive
46716,petek je sodelavka casti za prvo placo na odprto kuhno grem pogledat in potem se na koncert bajage,Neutral
46717,brezveze kupovati le po znamki pomemben je posamezen model gledam ocene adac plus obrnjen nazaj najmanj do 2 leta starosti,Negative
46718,30 nižja cena električne energije v soboto 762014 od 13 do 15 ure   na,Negative
46719,tenks bro drzi se tudi ti in vsa ostala ekipa,Neutral
46720,video zaradi barack obama umirajo od smeha  vredno ogleda ,Positive
46721,ko že toliko let  zaporo preskakujessanjaš že v sredo zapore preko pano ulico p,Positive
46722,mimogrede tile strici spilajo ze od par let predn sm js bil rojen,Positive
46723,mimogrede tile strici spilajo ze od par let predn sm js bil rojen,Negative
46725,looks interesting se oglasim jutri če bo mi zneslo,Neutral
46727,predvolilno opozorilo  pozor politiki ki si želijo zagotoviti oblast vam bodo v predvolilnem času spet začeli,Negative
46728,razlagaš nekomu od 110 kil xd,Negative
46729,razlagaš nekomu od 110 kil xd,Negative
46730, na eni strani arhiviranje spleta na drugi pa pravica do pozabe kaj storiti z občutljivimi osebnimi podatki dilema sedanj,Positive
46731,vsak konec zacetek necesa novega verjamem sda to zame zdaj se ni konec ampak hvala mojim najboljsim sodelavcem za najboljsi 2 leti 12,Positive
46732,a je še komu zaj računalnik se mi ustavlja kot da je star zarjavel mlin pa je bil pred kratkim spucan,Negative
46733,yeah najprej pripravi vse da v bar kodo dajo datum d,Positive
46735,odličen tweet  čestitam,Negative
46736,pri medijski hiši  so danes objavili popravek v zvezi s člankom plamen s sočija je znova zagorel ,Positive
46737,uživaj med afroameričani ,Negative
46738,sej ocr zna tud uni datum v pikicah natisnjen prebrat p,Negative
46739, prezentacije govorcev so objavljene oglejte si jih in osvežite pridobljena znanja ,Positive
46740,get neverjetne oblikovalec ure po zelo cenah zanimivi ure vseh 35  vsak,Negative
46741,get neverjetne oblikovalec ure po zelo cenah zanimivi ure vseh 35  vsak,Neutral
46742,novi   veličastna zmogljivost,Neutral
46744,predsednik dz janko veber začel z novinarsko konferenco na kateri bo predstavil delo državnega zbora v mandatnem obdobju 20112014,Neutral
46745,cube fitness in springbreak  10 deklet peljemo na springbreak  brezplačno zabava se bo odvijala od 186 do,Neutral
46746, od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Neutral
46747, od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Negative
46748,dvoriščno okno,Neutral
46749,  kdo je značajsko primeren in kdo ne lahko presodi le značajsko primeren človek naprimer sklepam  ,Positive
46752,pri  znajo lepo popihat na dušo hvala tudi  oboji že vejo zakaj ,Neutral
46753,pri  znajo lepo popihat na dušo hvala tudi  oboji že vejo zakaj ,Neutral
46754, in komu ne pride na misel da bi razpisal volitve poleti,Negative
46755,ne bo prišlo do naslovnika ker je tipkarska napaka v email naslovu ,Positive
46757,za hrano za celice,Neutral
46758, električna mobilnost po zraku   in  na istem letalu ob 20h na odru kavarne union va,Neutral
46759,se strinjam če je le možnost obrnjenega v nasportno smer,Neutral
46760,iznajmljivanje apartmana  split,Positive
46762,na to šalo sva čakala 45 minut prav hahaha,Negative
46763,nism tega reku ce si se pa prepoznala pa nism kriv p,Negative
46764,imamo 17 delodajalcev in 56 služb v startupih in it nove dobrodošle gt     žba,Negative
46765,imamo 17 delodajalcev in 56 služb v startupih in it nove dobrodošle gt     žba,Neutral
46766,kavarna rog v nasprotju s tem kar sem videl na prvi strani delo lokal ni zamrznjen niti v,Neutral
46767,kavarna rog v nasprotju s tem kar sem videl na prvi strani delo lokal ni zamrznjen niti v,Neutral
46769, vzajemna si želi prisvojiti preveč pobrane premije,Positive
46770,hmmm torej je ideja realna interesting  d,Positive
46771,hmmm torej je ideja realna interesting  d,Negative
46774,tonight  lp ljubljana,Positive
46775,tonight  lp ljubljana,Negative
46776,nekaj se najde tudi tu  ,Positive
46777,novi okvir za zdravjeampvarnpri deluzaščita več kot 217mio delavcev v eu pred nesrečamiampboleznimi povezanimi z delom,Positive
46778,dons ni dobr bit okol mene  al pa jst okol ljudi optik mi je zlomil spegle pedikerka pol salona naflekala z lakom bi se kdo kaj ,Positive
46779,ne tega pa ni ne smemo objaviti pišete kar živi če lahko ,Neutral
46780,zanimivosti  služba naj bo služba  cosmopolitan izogni se tipičnim napakam ki jih na delovnem mestu počne,Negative
46781,čestitke  za profesionalnost čenje,Negative
46782,čestitke  za profesionalnost čenje,Neutral
46783,zunanji minister je optimist,Negative
46784, je bil kdo kaj v visokogorju te dni kamniske koroska iscem kaksno varianto s cim manj snega ce ima kdo kak infohv,Neutral
46785, je bil kdo kaj v visokogorju te dni kamniske koroska iscem kaksno varianto s cim manj snega ce ima kdo kak infohv,Positive
46790,lej če bi znal programirat bi se je kr jst lotu pa ne znam  še,Neutral
46791,sej pravm da nisem najbolj ziher da sm jst urzah a je kaka luna al pa kej,Negative
46793,vsekakor pa vedno dobrodošli vaši predlogi tudi za našo stran kjer kaj manjka  ampak v lj rastejo te pivnice stouro,Negative
46794,več mrtvih v eksploziji v kosovski termoelektrarni v obiliću,Neutral
46795,kar je mega d ravno danes pa   ,Positive
46797,   kar je mega d ravno danes pa   ,Positive
46798,čebulni muffin amp porova pita      odprta kuhna,Neutral
46799,čebulni muffin amp porova pita      odprta kuhna,Neutral
46800, danes je še čas za glasovanje proti zapiranju arhivov preprečimo ponovno krajo zgodovine,Positive
46801, danes je še čas za glasovanje proti zapiranju arhivov preprečimo ponovno krajo zgodovine,Negative
46802, danes je še čas za glasovanje proti zapiranju arhivov preprečimo ponovno krajo zgodovine,Negative
46803,aha po stari navadi torej brez soglasja,Negative
46804,aha po stari navadi torej brez soglasja,Positive
46805,ko se v petek pocutis kot da ponedeljek,Positive
46806, danes je še čas za glasovanje proti zapiranju arhivov preprečimo ponovno krajo zgodovine,Positive
46807, če niste na sp v braziliji vas ni,Positive
46808, če niste na sp v braziliji vas ni,Positive
46809,bolj ko gledam tvoje kreacije bolj verjamem v tezo da lepota ustvarja lepoto  lt3,Neutral
46810,bolj ko gledam tvoje kreacije bolj verjamem v tezo da lepota ustvarja lepoto  lt3,Neutral
46811,  imamo 17 delodajalcev in 56 služb v startupih in it nove dobrodošle gt    ,Positive
46812, ko da pa sindikalni kronnenprinz odpoved pol pa ves da neki ne stima ,Neutral
46813, ko da pa sindikalni kronnenprinz odpoved pol pa ves da neki ne stima ,Positive
46814,nima kaj skrbet penzionisti se bodo vedno bali za svoje penzije d,Positive
46815,sej pomoje bodo isti komentarji pod novico tudi ko bo brahrv tekma na sp ,Positive
46816,sej pomoje bodo isti komentarji pod novico tudi ko bo brahrv tekma na sp ,Neutral
46817,ce ze sprasujes pol bi blo zame boljs da se ta vasa mentaliteta neha uporabljat,Positive
46818,ce ze sprasujes pol bi blo zame boljs da se ta vasa mentaliteta neha uporabljat,Neutral
46820,na sardiniji je vroče za mikkota in njegovo fiesto pa še malce bolj ,Negative
46821,ogled izpitov frančiška lipovšek,Positive
46823,evo te si beta abjuzer,Neutral
46824,lol ti pa imaš domišljijo ,Neutral
46825,temu se reče oženili smo ga za sto hiljada eura d,Neutral
46827,pol ure še lahko sodelujete v spletnem glasovanju potem v živo na 01475 22 02 z,Negative
46828,pol ure še lahko sodelujete v spletnem glasovanju potem v živo na 01475 22 02 z,Negative
46829,o ljubljanskih mostovih  via,Negative
46830,paella time         odprta kuhna,Positive
46831,benzema lahko osvojimo vseh šest lovorik po tem ko se mu je uresničila želja da z real madridom osvoji,Positive
46832,napoved relija dp rally velenje,Positive
46836, s pomočjo crowdfundinga nastaja nov konservatini mesečnik  via,Neutral
46838,da ne bo kmalu padla kakšna izpoved na  ,Neutral
46839,erjavec po nagovoru arbitrov v palači miru imam vtis da bo naša argumentacija prepričala arbitre lahko smo veliki optimisti,Positive
46840, in ljudje ki sami sebi pošiljamo maile z opomniki,Positive
46841, in ljudje ki sami sebi pošiljamo maile z opomniki,Negative
46842, dogodek ob postavitvi tipnih kart v  v ponedeljek 9 junija ob 13 uri vljudno vabljeni ,Negative
46843, dogodek ob postavitvi tipnih kart v  v ponedeljek 9 junija ob 13 uri vljudno vabljeni ,Positive
46844,sem sam se mi fulll mudi pridem okol 1630 na celovško 99 mizarstvo zupanc in bom mel sabo jih,Neutral
46845,zdi se mi da  obvlada,Negative
46846,zdi se mi da  obvlada,Positive
46847,v nedeljo forum mi smo nocoj malo spale kresne pesmi in vodstvo po razstavi vrata,Neutral
46848,slovenija z rusko zastavo in rdečo zvezdo na kapi,Neutral
46849,jutri prelivamo znoj na 3 coed slowpitch turnirju sezone zadeva se odvija na baseball igrišču ježica začnemo ob 1115 vabljeni,Negative
46850,meri krneki  preverili smo bancne avtomate na tem naslovu in okolici a naprave za presnemavanje niso bile namescene,Negative
46851, jutri prelivamo znoj na 3 coed slowpitch turnirju sezone zadeva se odvija na baseball igrišču ježica začnemo ob 1115 vabl,Negative
46852, iščem ventrilokvista oz govorca iz trebuha jih imamo v sloveniji prosim za,Positive
46853,malo pauza,Positive
46854, iščem ventrilokvista oz govorca iz trebuha jih imamo v sloveniji prosim za,Neutral
46855,pozabla sem ze kako fino je knjige brat,Neutral
46856,pozabla sem ze kako fino je knjige brat,Neutral
46857,   da ne bo kmalu padla kakšna izpoved na  ,Neutral
46858,   da ne bo kmalu padla kakšna izpoved na  ,Neutral
46859, bomba   evo škrtice moj članek o igri prestolov za  je zdaj v celoti na spletu ,Neutral
46860, bomba   evo škrtice moj članek o igri prestolov za  je zdaj v celoti na spletu ,Neutral
46862,slovenija  dvajseti referendum in premiernih 20 odstotkov  rtvslovenija 1715157 volilnih upravičencev la,Negative
46863,čibej novela arhivskega zakona je usklajena s stroko usklajevanj je bilo več javna razprava je trajala več kot en mesec,Positive
46864, erjavec po nagovoru arbitrov v palači miru imam vtis da bo naša argumentacija prepričala arbitre lahko smo veliki optimi,Positive
46865, erjavec po nagovoru arbitrov v palači miru imam vtis da bo naša argumentacija prepričala arbitre lahko smo veliki optimi,Positive
46867,uživajte in pojejte kaj osvežilnega ,Positive
46868,uživajte in pojejte kaj osvežilnega ,Neutral
46869,je prvorazredni čarodej edino ne vem kolk to prakticira zadnja leta ker je še arhitekt in biznismen,Positive
46870,je prvorazredni čarodej edino ne vem kolk to prakticira zadnja leta ker je še arhitekt in biznismen,Negative
46872,nakup emre cana dokaz da je liverpool ze pred sezono izgubil sanso da se bori za prvaka,Neutral
46873,glede na to da je zahtevo za ustavno presojo razpisa volitev dal sw vogrin so se moznosti da bodo res 13 7 drasticno povecale  ,Positive
46874,cvelfar sprememba je bila nujna tudi zaradi opozoril varuha človekovih pravic ter informacijskega pooblaščenca,Neutral
46877,roflmao sicer pa ni cudn da si ae v to uvalil tajmingi ti ne stimajo ,Negative
46878,roflmao sicer pa ni cudn da si ae v to uvalil tajmingi ti ne stimajo ,Negative
46879, kultura pitja rajši deci janževca kot dva deci z janševcem  d,Neutral
46880,vabimo vas na super dogodek v ljubljanski citypark pred optiko sentina je jacuzzi ki ga je posodil spambient,Negative
46881,kaj je zdaj s temi mestnimi drevesi avtohtone vrste se ne obnesejo tujerodne uidejo nadzoru kaj pa zdrava pamet,Neutral
46883, glede na to da je zahtevo za ustavno presojo razpisa volitev dal sw vogrin so se moznosti da bodo res 13 7 drasticno ,Neutral
46884, kultura pitja rajši deci janževca kot dva deci z janševcem  d,Neutral
46885,top shit torej ne grem d,Neutral
46886, men so pa arhivi super iz arhivov bom potegnil the who,Neutral
46887,pospravljamo podstrešje virantovi ptički brez gnezda in potrata časa,Neutral
46888,pospravljamo podstrešje virantovi ptički brez gnezda in potrata časa,Negative
46889,gabrič rad bi videl da se iz takih ustanov kot so arhivi poroča tudi takrat ko imajo kaj za povedati,Negative
46890,a se je že začel ,Negative
46891,a za sds je večji problem pionirska kapa kot da je sam njen predsednik hodil v kumrovec urednikov komentar,Negative
46892,osrednja govornica na svečani otvoritvi novih fakultet fkkt in fri uni lj mag alenka bratušek predsednica vlade rs,Negative
46893,proti zaprtju arhiva,Negative
46894,proti zaprtju arhiva,Negative
46896,strihnin bi mu moral dati ,Neutral
46897,gabrič v teh spremembah zakona vidim korak naprej v skrbi za digitalno gradivo,Positive
46898,hm na bolhi slika tita za 25 evrov poceni prodajajo svojega vzornika,Neutral
46899,hm na bolhi slika tita za 25 evrov poceni prodajajo svojega vzornika,Neutral
46900, pospravljamo podstrešje virantovi ptički brez gnezda in potrata časa,Positive
46902,gabrič kolikor vem prenašanje arhivskega gradiva v kovčkih v 90ih letih ni bilo kaznivo področje je treba urediti,Positive
46905,danes je bila pa dobra malica,Negative
46906,po novem se bo reklo napeto kot v tarči    erjavec to je kot v filmu napeto da ti gredo kocine pokonci in pellet je zvezda,Negative
46907,kako sta pisatelja a e skubic in m drev brala drug drugega in kako nista uspela pridobiti še našega recenzenta,Negative
46909,   pomembno je sporočilo ki ga očitno nočete razumeti ,Negative
46910,   pomembno je sporočilo ki ga očitno nočete razumeti ,Neutral
46911, a za sds je večji problem pionirska kapa kot da je sam njen predsednik hodil v kumrovec urednikov komentar http,Negative
46912, a za sds je večji problem pionirska kapa kot da je sam njen predsednik hodil v kumrovec urednikov komentar http,Neutral
46913,svetovni pokal london peter kauzer je bil najhitrejši v kvalifikacijah tekme v londonu v polfinale so se uvrstili vsi naši kajakaši,Neutral
46914,ob 2155 si na tvs 2 oglejte ofsajd iranski film o ženskah ki ne smejo gledati nogometa na stadionih,Neutral
46915, hm na bolhi slika tita za 25 evrov poceni prodajajo svojega vzornika,Negative
46916,pol slovenije dela pol slovenije pa gleda troho v službi,Negative
46919, čibej novela arhivskega zakona je usklajena s stroko usklajevanj je bilo več javna razprava je trajala več kot en mesec,Neutral
46920, čibej novela arhivskega zakona je usklajena s stroko usklajevanj je bilo več javna razprava je trajala več kot en mesec,Neutral
46921,no vidite skupaj nam je uspelo poiskati najboljšo rešitev dobrodošli ,Neutral
46923, cvelfar če bi držala kritika nasprotnikov novele o pristojnostih arh komisije potem je sploh ne bi potrebovali,Positive
46924,danes dogaja najprej na  zvečer pa v  bar na jazz fusionlovro ravbarsax,Neutral
46926,super veseli nas da ste bili tako zadovoljni ,Neutral
46927,gabrič ne sedanji zakon ne novela ne omenjata storilcev,Neutral
46928,košarkarice grejo v boj za ep verjamemo da nam lahko uspe pravi  in kdaj bo na njenem dresu pisalo lakovič,Neutral
46929,košarkarice grejo v boj za ep verjamemo da nam lahko uspe pravi  in kdaj bo na njenem dresu pisalo lakovič,Negative
46931, košarkarice grejo v boj za ep verjamemo da nam lahko uspe pravi  in kdaj bo na njenem dresu pisalo lakovič ,Negative
46932,slednjega dobiš pri meni kabriolet in kič v paketu ,Negative
46933,slednjega dobiš pri meni kabriolet in kič v paketu ,Negative
46934,a2 ljubljanska zah obvoznica zastoj,Negative
46935, meri krneki  preverili smo bancne avtomate na tem naslovu in okolici a naprave za presnemavanje niso bile name,Negative
46936,kdo ve kaj pomeni tgif ,Negative
46937,v riu kradejo vse,Neutral
46938,retrospektiva eugenie bouchard  maria sharapova nekoč prosila za spomin sliko včeraj ji skoraj dala vetra,Negative
46939,saj ne delamo drame namesto v celicah smo na okrogli mizi stroke v ars,Negative
46943,ja pa lubenica ,Neutral
46944,a sem jaz že kdaj povedal kako super fajn in fino taščo imam ne no jaz imam super fajn in fino taščo,Negative
46945, desus je velika rdeča prevara upokojenska stranka je v normalnih urejenih državah nepotrebna,Negative
46947,celfar zadeva z več tisoč stranmi bi bila nedostopna zaradi ene same strani z enim samim občutljivim osebnim podatkom,Neutral
46949,malo pauza,Neutral
46950,pogledam,Neutral
46951,a2 ljubljanska zah obvoznica zastoj,Negative
46952,a2 ljubljanska zah obvoznica zastoj,Negative
46953, zunanji minister je optimist,Negative
46954,z vlakom,Positive
46956, slorevolucionarji v normandiji slavijo izkrcanjeresnicatitovi pogovori z nemci da bi skupaj udarili na zaveznike ob izk,Positive
46957,spartaaaaaa mulc naredil teorijo za kolo nič takega roman cel je bil vam oprostim danes zaprto okolico,Negative
46959,hvala vsem ki pošiljate podporo za  po pošti vsakič mi pok pisem polepša začetek dneva ,Neutral
46960, hvala vsem ki pošiljate podporo za  po pošti vsakič mi pok pisem polepša začetek dneva ,Neutral
46961,dodaj še glasno musko psa za volanom in trobljenje vsakič ko grem mimo cerkve ,Neutral
46962,s 1700kilogramskim hlebcem kruha v guinessovo knjigo rekordov,Negative
